name,multiplier,const,r-squared,linearity_type
scene-Helicopter-27,79.87266557378031,1.3182051388288365,0.99975142513675608,ratio
scene-Helicopter-27,112.92050407707909,1.327956005625065,0.99996794915592857,ratio
scene-Helicopter-27,86.215797006577134,1.1716464203418144,0.99988218489762581,ratio
scene-Helicopter-27,48.354710108015389,0.24045643328181854,0.99997684522065367,ratio
scene-Helicopter-27,72.411778661552901,1.070439994030447,0.99979945472621068,ratio
scene-Helicopter-27,111.85872488825207,1.4239409731460129,0.99978696821114688,ratio
scene-Helicopter-27,132.14625469927751,1.6807560365478895,0.99990999243958112,ratio
scene-Helicopter-27,52.437985836480749,0.30557296127786993,0.99999525198161809,ratio
scene-Helicopter-27,47.434221677948294,0.37351347259808076,0.99990821868542945,ratio
scene-Helicopter-27,48.376265949098915,0.35982405298103726,0.99994716011881635,ratio
scene-Helicopter-27,49.593152023947795,0.30789841772133919,0.99997287898478115,ratio
scene-Helicopter-27,47.658519209305254,0.44546811691598692,0.99993301893083153,ratio
TeeglasFX_27,80.315963391502805,1.4123974947527396,0.99978424855811043,ratio
TeeglasFX_27,87.911298822637988,1.5539171094268078,0.99988630393057476,ratio
TeeglasFX_27,150.65202142372573,2.0591989753353976,0.99991099281950613,ratio
TeeglasFX_27,79.577520921762925,2.3654277554309462,0.99930390794856661,ratio
TeeglasFX_27,216.34362732313505,2.4684986934947859,0.99994057384451851,ratio
TeeglasFX_27,217.61560043638156,2.6656966446972881,0.99989598120460343,ratio
TeeglasFX_27,225.80447411562531,2.1539481787882,0.99997005036111908,ratio
TeeglasFX_27,166.15488991275268,2.1490344845005032,0.99987824031119921,ratio
TeeglasFX_27,210.64629516010513,2.9597390698393062,0.99993917543062782,ratio
TeeglasFX_27,222.27333527472865,2.7302799645692128,0.99995475373986542,ratio
TeeglasFX_27,241.92840981972154,2.5289781815449013,0.9999929089563987,ratio
TeeglasFX_27,180.17721574995122,1.7188035661123511,0.99990700604993077,ratio
TeeglasFX_27,80.046002935513812,1.2881828821032992,0.99984923463465813,ratio
TeeglasFX_27,84.867244787598878,1.2251479103436034,0.99993320262773278,ratio
TeeglasFX_27,155.56271413109801,1.6207348635022039,0.9998684557017733,ratio
TeeglasFX_27,73.72480889766446,1.7936494880999474,0.999672621074156,ratio
